INDEX,YEAR,MN,DT,MAX,MIN,AW,RF,EVP,DRNRF(hrs),DRNRF(mnts),SSH,TS,N,FFF,D,TOCSQ,DU,RA,DZ,SN,SL,HA,TH,DS,FG,GA,T,G,DUR,T,G,DUR,T,G,DUR,T,G,DUR,
43353,2016,MAR,25,35,27.6,0,0.4,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,MAR,26,34.6,27.8,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,MAR,27,34.8,27.2,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,MAR,28,34.6,27.6,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,MAR,29,34.2,25.8,0,1,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,MAR,30,34.6,27.8,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,MAR,31,35,27.2,0,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,1,35,27.6,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,2,34.8,27.8,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,3,34.4,27,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,4,35.2,27.6,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,5,35.2,27.2,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,6,35.4,27.4,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,7,35,27.6,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,8,35.4,25.4,  ,38,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,1,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,9,35.2,24.2,  ,33.6,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,10,30.6,25.2,  ,0.4,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,11,34.6,26.6,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,12,35,27,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,13,35,27,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,14,34.8,28,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,15,34.8,27.6,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,16,35,27.8,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,17,34,27.8,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,18,35,27.8,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,19,35.4,27.6,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,20,35,27.8,  ,2.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,21,34.2,27.4,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,22,34.6,27.6,  ,1.5,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,23,35.8,27.6,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,24,33.4,28.8,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,25,35.2,28.8,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,26,34.6,28.2,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,27,35,28.2,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,28,34.6,28.4,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,29,36.2,26.8,  ,0.5,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,1,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,APR,30,34.2,28,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,MAY,1,35.6,26,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,1,3,60,2,500,  , , ,   , , ,   ,  
43353,2016,MAY,2,35,28.6,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,1,530, ,   ,  , , ,   , , ,   ,  
43353,2016,MAY,3,34.6,27.6,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,1,630, ,   ,  , , ,   , , ,   ,  
43353,2016,MAY,4,35.6,27.4,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,1,550, ,   ,  , , ,   , , ,   ,  
43353,2016,MAY,5,35.4,27.8,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,1,0,0,0,9,2,120,2,385,13,1,3,100, , ,   ,  
43353,2016,MAY,6,34.2,27.2,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,1,470, ,   ,  , , ,   , , ,   ,  
43353,2016,MAY,7,34.4,26.2,  ,0.7,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,2,1,590, ,   ,  , , ,   , , ,   ,  
43353,2016,MAY,8,35.8,27.2,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,1,415,1,60,  , , ,   , , ,   ,  
43353,2016,MAY,9,35.2,27,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,1,510,1,60,  , , ,   , , ,   ,  
43353,2016,MAY,10,35.4,28,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,9,6,200,6,217,57,5,7,60,2,1,600,  
43353,2016,MAY,11,35.4,22.6,  ,28,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,2,1,540,1,30,  , , ,   , , ,   ,  
43353,2016,MAY,12,34,25.8,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,1,299,6,30,57,5,7,15,2,1,603,  
43353,2016,MAY,13,35.2,26.8,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,1,0,0,0,9,1,30,2,540,14,1,4,20, , ,   ,  
43353,2016,MAY,14,35.2,26.5,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0,2,1,660,1,60,  , , ,   , , ,   ,  
43353,2016,MAY,15,35,24.6,  ,34.6,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,7,294,6,152,21,2,1,568,1,4,90,  
43353,2016,MAY,16,33,24.6,  ,28.8,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,1,320,6,180,53,5,3,30, , ,   ,  
43353,2016,MAY,17,29,24.6,  ,28.4,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,2,944,6,460,21,2,1,285, , ,   ,  
43353,2016,MAY,18,27.4,24,  ,20.8,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,1,809,6,999,23,2,3,120,5,2,375,  
43353,2016,MAY,19,33,25.6,  ,0.3,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,5,1,510,2,510,  , , ,   , , ,   ,  
43353,2016,MAY,20,33.2,23.9,  ,18.4,   ,  ,  ,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,5,1,540,2,60,  , , ,   , , ,   ,  
43353,2016,MAY,21,33,24.4,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,3,30,5,30,21,2,1,598, , ,   ,  
43353,2016,MAY,22,33.6,26.6,  ,0.6,   ,  ,  ,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,2,1,660, ,   ,  , , ,   , , ,   ,  
43353,2016,MAY,23,33.8,26.4,  ,0.6,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0,9,1,375,6,10,28,2,8,35, , ,   ,  
43353,2016,MAY,24,34.2,27.4,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,3,10,5,10,21,2,1,613, , ,   ,  
43353,2016,MAY,25,35,26.2,  ,2.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,1,320,2,200,  , , ,   , , ,   ,  
43353,2016,MAY,26,33,25,  ,36.6,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,1,450,6,450,23,2,3,60, , ,   ,  
43353,2016,MAY,27,33,25.4,  ,14.4,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,3,450,2,480,  , , ,   , , ,   ,  
43353,2016,MAY,28,34,22.6,  ,30,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,1,240,6,240,22,2,2,350, , ,   ,  
43353,2016,MAY,29,33.2,22.6,  ,22.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0,6,5,72,2,333,  , , ,   , , ,   ,  
43353,2016,MAY,30,32.8,25.4,  ,3,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,1,0,0,0,9,6,45,6,45,21,2,1,394, , ,   ,  
43353,2016,MAY,31,33.2,24.2,  ,25,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0,9,1,305,6,487,54,5,4,233,2,8,40,  
43353,2016,JUN,1,31,25.2,  ,30,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,2,32,24.2,  ,30,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,3,32.2,24.2,  ,4.6,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,4,31.2,24.8,  ,7.8,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,5,31.6,25,  ,3.8,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,6,30.8,25,  ,6.4,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,7,31.2,24.8,  ,14.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,8,30.8,25,  ,59,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,9,28.6,24.6,  ,47.9,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,10,29.8,25,  ,23.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,11,29.2,24.8,  ,47.8,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,12,31.2,23.2,  ,40.3,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,13,31.8,23.4,  ,17.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,14,32.2,24,  ,3,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,15,33.4,24.6,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,16,33,25.2,  ,3,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,17,31.8,24,  ,10.8,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,18,32.4,24.8,  ,22.6,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,19,29,23.7,  ,5,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,20,31.2,24,  ,3,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,21,32.4,23.4,  ,4.6,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,22,29.2,23.6,  ,9.4,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,23,31.4,23.4,  ,28.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,24,31.6,23.8,  ,6.8,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,25,29.4,23.2,  ,4,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,26,31.4,23.8,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,27,31.4,24.2,  ,8,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,28,30.8,23.6,  ,18.8,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,29,27,23.8,  ,27.8,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUN,30,31.4,24,  ,5.6,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,1,30.6,25,  ,9.4,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,2,32.2,25.4,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,3,32.2,22.2,  ,9.8,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,4,32.8,22.6,  ,20.6,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,5,29.4,23.8,  ,24.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,6,32.6,24.4,  ,11.6,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,7,29.8,23.6,  ,11.6,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,8,31.4,23.8,  ,6.4,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,9,29.8,22.8,  ,51.4,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,1,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,10,30.4,22.8,  ,27.8,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,11,29.4,24.2,  ,9.4,   ,  ,  ,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,12,29.8,22.2,  ,82.6,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,13,30.4,22.8,  ,6.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,14,31.2,22.8,  ,27.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,15,29.8,23.6,  ,48.4,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,16,30.6,25,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,17,30.6,23.8,  ,26.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,18,31,23.8,  ,26.4,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,19,31,23.8,  ,4.6,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,20,30.6,23.6,  ,4.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,21,31,23.8,  ,8.6,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,22,29.6,24,  ,4.8,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,23,30.8,23,  ,14.4,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,24,28.8,22.8,  ,84,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,25,29.6,24,  ,3.6,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,26,30.6,23.6,  ,0.3,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,27,30.8,23.6,  ,2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,28,31.6,23.6,  ,5.8,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,29,30.8,23.4,  ,3,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,30,30.4,24.4,  ,1.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,JUL,31,31.8,23.8,  ,2.6,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,AUG,1,30.8,23.8,  ,2.4,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,6,23,5,35,21,2,1,565, , ,   ,  
43353,2016,AUG,2,31.4,24.6,  ,12.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,6,133,5,18,23,2,3,570, , ,   ,  
43353,2016,AUG,3,31.8,23.6,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,0,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,AUG,4,31.2,24.4,  ,7,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0,6,1,160,2,504,  , , ,   , , ,   ,  
43353,2016,AUG,5,31.2,23.8,  ,18.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,2,110,5,10,22,2,2,150, , ,   ,  
43353,2016,AUG,6,30.2,23.8,  ,2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,AUG,7,31.4,24.2,  ,12.8,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,1,253,5,130,21,2,1,347, , ,   ,  
43353,2016,AUG,8,31.8,24,  ,4.4,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,AUG,9,31.6,23.6,  ,10.8,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
43353,2016,AUG,10,30.8,23.8,  ,14.8,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0,6,2,92,5,5,21,2,1,555, , ,   ,  
43353,2016,AUG,11,31.2,23.6,  ,1.4,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0,6,1,15,2,270,  , , ,   , , ,   ,  
43353,2016,AUG,12,31.8,24.6,  ,4.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,4,20,5,50,21,2,1,610, , ,   ,  
43353,2016,AUG,13,31.2,24.2,  ,1.8,   ,  ,  ,   ,  , ,   , ,    ,  ,0,1,0,0,0,0,0,0,0,2,1,568, ,   ,  , , ,   , , ,   ,  
43353,2016,AUG,14,31.4,24.8,  ,3,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,3,60,5,5,23,2,3,680, , ,   ,  
43353,2016,AUG,15,31.2,24.6,  ,6,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,6,55,5,90,21,2,1,630, , ,   ,  
43353,2016,AUG,16,31.6,24.6,  ,4.2,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,3,7,5,8,21,2,1,602, , ,   ,  
43353,2016,AUG,17,31.4,24.8,  ,0,   ,  ,  ,   ,  , ,   , ,    ,  ,1,1,0,0,0,0,0,0,0,6,7,2,5,5,21,2,1,440, , ,   ,  
43353,2016,AUG,18,30.8,25.2,  ,0.7,   ,  ,  ,   ,  , ,   , ,    ,  ,1,0,0,0,0,0,0,0,0, , ,   , ,   ,  , , ,   , , ,   ,  
